ffff95b994dc,ffffb5208328,ffffd5952bcd,fffff421f196
fffb1a3233d0,fffb582fff6f,fffb92520425,fffbd1bfe12f
fffc14a4caef,fffc60897d18,fffcb37e1cfe,fffd07b67195
fffd61b0365a,fffdcb0ec59f,fffe3bbc76aa,fffeb598711e
ffff3335fabf,ffffa4625fbe,000014a10fa7,000082588723
0000f1fce79e,00017b8a5c2e,00020f5c4e75,000297d9f39a
00031e6055e7,0003b40ba49f,000442ea2d95,0004d6008415
000557e6a471,000585b6e9a0,000589c16f65,00057d070dc2
00055c211761,0005327bc9f9,0005002c7561,0004bc137fd8
0004716301ef,00043adcca67,000408ac8c5d,0003d22c8fb1
00039925d13d,000358c2ae2e,0003127961c1,0002cbbe4e60
000280257644,000225f2035a,0001c51e85fc,00015c2e5660
0000f0202a85,000090265e24,0000318270d8,ffffd59056cd
ffff7846e184,ffff039887c7,fffe85e17b13,fffe132a43c4
fffda2b1fca6,fffd245e5084,fffcacb1cdca,fffc3175da6d
fffbc68dcd84,fffbaa4c3305,fffbb5479f97,fffbcff79511
fffbfdb2aec3,fffc3448764f,fffc73363240,fffcc313f240
fffd192d13b1,fffd5b88957f,fffd99873db6,fffddbe347ab
fffe20a958bd,fffe6bfe3d36,fffebd0a40c3,ffff0e3fc816
ffff646b6665,ffffca964e22,000037f3ee91,0000ad8d7110
0001266f595c,0001931f6020,0001fe6ae870,0002671f43d9
0002d118d43c,0003520644ad,0003dbc2ad94,00045a5cad06
0004d6935c52,0005609c7356,0005e3e3e7a2,00066a96e541
0006e0d27a44,0007083e8007,00070845be4f,0006f86f457f
0006d5640f20,0006a956ffef,000674c67ecc,00062f19407f
0005e3014c5c,0005aa70b739,00057608ca82,00053d11c08f
0005017bf1bb,0004bf1f0dfd,000476d49061,00042e25c35e
0003e048f5e3,0003823f799f,00031ccc1dc6,0002aee34830
00023d746f83,0001d7ee5c91,000173890fa3,000111759673
0000add82ffa,0000330cbed5,ffffaf2ee1a8,ffff362446d1
fffebf30bf96,fffe3a247375,fffdbb88093b,fffd39334818
fffcc6fca479,fffca31a4ca4,fffca63587cc,fffcb8cd5a62
fffcde3a0b81,fffd0c56bb62,fffd429aabe0,fffd899ece21
fffdd6ace73e,fffe0fc41a28,fffe444d2336,fffe7cffb71d
fffeb7ee9400,fffef9528faf,ffff40472d7e,ffff8737994f
ffffd2f42234,00002e779912,000090f8170a,0000fbb68d78
000169951d9f,0001cab36214,00022a3dd0b0,000286e098c1
0002e4bc0c8c,00035a773518,0003d94cac42,00044cc5498e
0004bdc81e9b,00053c968e3b,0005b4590727,00062fac9408
00069a1cd03a,0006b3f20439,0006a59b9308,000686570f6a
00065370b2c9,00061922a7d0,0005d65d3985,000582bbb6ce
0005283d9a8b,0004dd96008c,00049576861f,000449a67671
0003fb08e2e6,0003a3d5203d,00034724f32c,0002e8f2ea4c
00028709e965,00021e07c084,0001b19e40b6,00013ef0fad8
0000ca5aabd3,00005f8321ca,fffff5afddac,ffff8ebdb739
ffff26955758,fffea953369f,fffe23f374a0,fffda72476ff
fffd2bf87e9a,fffca6857d09,fffc26cb0450,fffba408d646
fffb2ea8d488,fffaf8f57641,fffae2e2fd31,fffadb513eb0
fffae36a5f88,fffaef05e556,fffb014284ea,fffb20338a8f
fffb455f27a2,fffb64686a18,fffb84607af1,fffba67e1dc4
fffbcb933d7d,fffbfa2794e8,fffc2cde0042,fffc630cc7b9
fffc9ab65cdd,fffccbc53646,fffcfaab6c2b,fffd2baa0ae1
fffd5cc1b26e,fffd8b90c821,fffdbae384ef,fffde8bcc21c
fffe17ecbe23,fffe529da905,fffe92368cb6,fffed00dad25
ffff0e750a5d,ffff504427c1,ffff9092b162,ffffd2f359e6
000011587458,00003a3c26dc,000058f2d88e,00007213f7af
000086540a69,00009cce4f16,0000b1d4c19b,0000c3e87dcf
0000d3b39c29,0000df38081a,0000e7e6347f,0000f1942e8e
0000fa35cb7a,0000fd2c87e8,0000ffc2f544,0000ff66da07
000101123545,0001140464d2,00012e3ae9ad,00014bb53b5c
00016baed4b1,0001879806a2,0001a2c654fe,0001bea9fe98
0001da7ba36b,0001f801d214,0002160736d2,00022ffa867a
00024880d2e1,00026618cedb,000281e8ad05,00029e10214f
0002b55e4e9f,0002b5fad9c0,0002aae39183,00029d099126
000289a741ca,00026efd86b3,0002515fd6a0,00022d4edd7c
0002086da1f4,0001f45e7877,0001e65f06b5,0001d5134f29
0001c3d339bd,0001b511068c,0001a3994a48,0001958b9f5b
0001829bdbed,000153b47daa,000118ed7e4a,0000d5b6acc0
00008e0c7b70,000052c9ef48,000019617d6f,ffffe121d44b
ffffa83b142b,ffff5e8e8194,ffff0ea708e1,fffeca05f31c
fffe885fafd3,fffe38ee6ac0,fffdefb7f3f3,fffda3c8b181
fffd675671d4,fffd74a96d92,fffda701916b,fffde7074469
fffe38dedb22,fffe95a97b4b,fffefa7545cc,ffff6fe5caf2
ffffea662d6f,00004ba5e13f,0000a5be53df,000104b1d706
0001651f8e8e,0001c90fffab,0002329a6943,000299d7da3e
000307335f4f,000390167a64,000424901525,0004c4139c7d
000568024f62,0005f99d4c17,00068847bf4c,0007130d61eb
00079ead75c8,000847df23b4,0008fbd5f679,00099f9fe9c1
000a3f22daf1,000af08c7acb,000b97bdca8c,000c42e5f07d
000cd69719e3,000cfd683f3d,000ceda76cad,000cc5f78131
000c833050e1,000c36e1eab5,000bde9d515b,000b6f666c51
000af608f619,000a8e781cfb,000a286fff41,0009bd536a60
00094da36b91,0008d0b0e551,00084c0b1cca,0007c3f031b5
000737267a60,0006a6263e12,00061286b679,0005776c56f2
0004da252236,0004477447c2,0003b554f390,0003269e7be7
000295e3ce9f,0001ea76b0e5,0001347a311c,000087a78d2b
ffffdc153e4c,ffff24cbc9cd,fffe73e3d6d8,fffdbeedcd07
fffd191ed7d1,fffcbc92f967,fffc8425deb1,fffc5d29fa52
fffc48175bd5,fffc349c2cb2,fffc28669cd8,fffc29fa4f99
fffc3327ee21,fffc3ab5ed0e,fffc45acba86,fffc52209386
fffc625e8515,fffc7fa52d48,fffca12ecb6b,fffcc87a733d
fffcefdc92c1,fffd045bf9ae,fffd11bbca22,fffd1e842174
fffd29d74765,fffd37711a99,fffd468e028a,fffd54873833
fffd6404b11c,fffd7af7651e,fffd959310b6,fffdb2747437
fffdd1521480,fffdef7fce51,fffe0e830d93,fffe2f1e3bf8
fffe5107b366,fffe75295ca6,fffe9b27f544,fffec080950e
fffee6f52f5f,ffff12ce522d,ffff3ffd6138,ffff6f9b3118
ffff9efac164,ffffc3e07a0a,ffffe49c2d03,000007d621ab
00002ad71614,00004a3b3048,00006b208ee0,0000890c05f7
0000aaa8e7c5,0000e31e2bf5,000125452a97,00016dac1cce
0001b9a3dc3f,0001fcbd7fd1,00023e7d9d24,00027fbcf95f
0002c15c4550,00030dcbbc6a,00035e26b69b,0003a670682f
0003ec67ad59,00043be79be6,000486e12d63,0004d38577e2
0005151fa81b,000523100796,000516f77b02,000500de305f
0004de0dd9a7,0004b3c61c28,000483a53755,000447c045d6
000407e22953,0003d81cca59,0003ac78e6fa,00037d4158f4
00034c8c052e,0003189f4b2a,0002e0825f23,0002a93cb660
00026d9e426a,000220a2ebc0,0001cc108ec3,0001700e4e95
000110d8f33f,0000bcc9cabe,00006a20d1ad,000019891b56
ffffc7f081b6,ffff62f2a7be,fffef69692a9,fffe941c43f8
fffe33e3ba96,fffdc7b0a533,fffd6185f31c,fffcf861b021
fffc9dc07fa8,fffc883a2bae,fffc95267328,fffcb09de91f
fffcdcec2f92,fffd0f8bf17a,fffd496cb325,fffd91bd4d4f
fffddfeed675,fffe209e9a5c,fffe5f277287,fffea0cac92f
fffee4ce0e6b,ffff3037ab8e,ffff80496d9a,ffffd1a09f9f
0000260fecba,00008042965c,0000dd300e0f,00013f6cf39f
0001a32f8f85,0001fe6a75a4,000258aec685,0002b0509c47
000308ec80dd,000373e2dbaa,0003e5d96510,00045063b5ba
0004b973e886,00052b25e3b4,000597c65055,000606f64a59
00066a80ed3a,00069711105c,0006a85169d6,0006aca52222
0006a35ae8bd,000697b76223,000686560848,00066a2a0f35
00064857e1da,000629cb6923,00060984a7bb,0005e79ca7bb
0005c2ebe165,000595447f1a,000564262aa9,00052f5de270
0004f9ccbaa1,0004cdb386f1,0004a4fd2179,00047b80b596
000452719b72,000429914566,0003ffebdec5,0003d751ffd3
0003ad9caabf,00037c3f7074,000347796b04,000312c47866
0002dd2fe672,0002a6574b1a,00026ff2eeae,00023830cbfe
000201df2480,0001d48eff0a,0001ab52b3f6,000184d4265a
0001604b6305,0001396688ca,000112eaa594,0000ed341f25
0000c8bc9406,0000a9428885,00008c61b03c,00006ea54d0d
000051a9d925,00003840cc07,00001ed19abd,000007c602a6
ffffef1edb3d,ffffc91a413c,ffff9dac5d06,ffff6f27f244
ffff3eed09be,ffff13f3bfc9,fffeea198f90,fffec0c1532a
fffe9792f96c,fffe69427067,fffe39550053,fffe0dfcc270
fffde43fc208,fffdb5fc156f,fffd8a803bd4,fffd5e7038c0
fffd388a20a2,fffd2e183ff9,fffd318e462e,fffd3b289cec
fffd4bc363c7,fffd5f31e9ab,fffd75d83589,fffd927f7b00
fffdb1d04a73,fffdcc4c3f0e,fffde651190e,fffe01cc6566
fffe1e80dd7a,fffe3e834d1d,fffe609a297d,fffe8377dcdc
fffea7b6e3ca,fffece028e98,fffef55d7acd,ffff1f08c4cc
ffff4965e184,ffff70505635,ffff96f67fe8,ffffbc88c5d1
ffffe2a9a38e,000010e5d50a,000042487bb3,000070d634dd
00009eedbb36,0000d05c6a2a,0000ffb67dcd,00013045de2d
00015c1ce12f,0001718ef574,00017c003ca4,0001808a8d0e
00017f88a0ac,00017f35c599,00017cba0ea0,0001766143d9
00016d60d669,000161cf39d1,000153d835a6,000145f3e828
000136aa0083,0001221be958,00010c802fa5,0000f42ef90b
0000dcc53194,0000d1888f95,0000cb3074c4,0000c68e24cd
0000c3588907,0000bd628728,0000b6a278ce,0000b04e0a3b
0000a990a53a,0000a27f0b34,00009b06b5ac,000090d194d4
0000856a3e82,00007ce66ad8,00007332f241,0000695e14af
00005c9320eb,000042b51041,000021f510ec,ffffffd9e091
ffffda77a8f5,ffffafe62dab,ffff8372670e,ffff52ef645a
ffff2215fe60,fffefcf27c93,fffedc2a23d8,fffeb9110aef
fffe9620202f,fffe757cce55,fffe531d22fb,fffe3364a6d6
fffe103f57cd,fffdd8974153,fffd9849b774,fffd5217f816
fffd08c35c21,fffcc847958f,fffc894010f3,fffc4b0fc133
fffc0c9c4eac,fffbc2f9eddf,fffb7553906c,fffb2fdc5309
fffaecc2282e,fffaa0194b46,fffa58077205,fffa0e5ce1b8
fff9cfd5d9b2,fff9c55742e2,fff9d5269284,fff9eea7fc09
fffa14fbd101,fffa43dcad35,fffa78c3925e,fffab9df4337
fffafecb1ede,fffb31217968,fffb5e4d68e1,fffb8f8ed725
fffbc2320eac,fffbf7279fda,fffc309b49b9,fffc68840724
fffca59b421a,fffcf94fcc21,fffd56daf61e,fffdbd3e95c7
fffe27b0158f,fffe851dfc2b,fffee0e8bfde,ffff3aa3f1b4
ffff95849585,0000060dfb45,00007ed6feb2,0000ec0aa83d
00015691b8ea,0001cf6038d9,000241513947,0002b6b465c6
00031b517828,00032fab1d31,00031c004c80,0002f7fe9577
0002c08de521,000280d24e49,000238b41529,0001df984997
000180134178,00013320a460,0000ea071488,00009d1509b7
00004dc486a4,fffff6ffb255,ffff9ac4ef58,ffff3e1b86b2
fffedd47ceba,fffe70a1e663,fffdfed59c3c,fffd858887d2
fffd09e8a474,fffc9af39ebf,fffc2dc1bc75,fffbc42b0758
fffb598e8b2d,fffad66ca413,fffa4a21be36,fff9c8bd901a
fff949d5b0d9,fff8becaa76f,fff83b1cd6ef,fff7b41561b5
fff73db9aace,fff715411ab9,fff713898bf1,fff7244354f9
fff74858a93a,fff76fbb5380,fff79f47bcc1,fff7de190590
fff824eeabe3,fff8675968ab,fff8ac474d91,fff8f35a9dde
fff93e4b7eee,fff9960aafa4,fff9f28e739e,fffa542d83c7
fffab6a1bbc4,fffb0abd5ccf,fffb597a8ffb,fffba921835b
fffbf7ccfa37,fffc4592ceff,fffc941a3509,fffce093424b
fffd2e60897b,fffd87e23245,fffde653e3ba,fffe44541092
fffea3420137,ffff03615c1f,ffff623d0af1,ffffc2d91e01
000020bb7a87,00007045bb46,0000b9317366,0000fc7f531d
00013c44d9b4,00018166f133,0001c5a33fe2,000208ed41b9
000249504585,00027c25ffa4,0002a82bfc97,0002d6041ad9
000301dd74ef,0003259f6e36,0003497722c0,00036783b2ac
000389426ab3,0003ca6892f0,00041831db75,00046d33a8be
0004c620c2b8,0005126071fd,00055bd1f407,0005a3f17440
0005eb8f4d36,00063f5ce33d,000696f956d5,0006e352259a
00072bbdffa4,00077f830d72,0007cca91388,00081b2a6c50
00085ac71b13,0008579f86c8,00083290bc7b,0007ff9f9570
0007bbcb76c3,00076eeb166d,00071a21d4b2,0006b622d63e
00064c5a444c,0005f4219257,00059faa4ac3,000546cf4a7c
0004eb8ef16a,00048ab581d2,0004247bc9c6,0003be51792d
000353459e6c,0002d7acf542,000254c3e555,0001c9782583
00013af0a358,0000b94f8bee,00003944f5c2,ffffbc34e3f1
ffff3deab83f,fffea783288e,fffe08044b47,fffd73aa39fa
fffce1da81ae,fffc4340e330,fffbac087295,fffb115d53ec
fffa87b162b8,fffa4db0e99e,fffa3b54181e,fffa3bb4a19c
fffa4fde2129,fffa67a5ce16,fffa87cdee7d,fffab7aa0093
fffaefb01269,fffb229f9f0f,fffb57e5b260,fffb8f90bb4f
fffbcb33587f,fffc13a195fb,fffc610b988a,fffcb3917b98
fffd073cf725,fffd4dd0aaf6,fffd8fa9b713,fffdd2b62633
fffe15185f6b,fffe56af4ada,fffe99265bfe,fffed9db25b6
ffff1bfa1a10,ffff697994cf,ffffbbdced60,00000d9f94f8
0000605046d3,0000b4e01615,0001084f4c6d,00015d82c828
0001afe641a2,0001f2f93f9d,00022ed918d5,000265e7e7ec
00029949be2e,0002cfbfa99a,0003050c6294,000338830ef9
0003698da43f,000392ccd42f,0003b7b2cfd0,0003dd600461
0004016a39a2,00041f862d3d,00043d24b72f,000456a4cca8
0004720d0c3d,0004a1113648,0004d7b34c37,00051291f5d0
00054f818940,000583c4e4d6,0005b5cee255,0005e675bd22
000616684d33,00064e370fd6,000688307816,0006babac6f0
0006ea5e9f39,0007204121a6,00075150ab65,000782e1dad6
0007aa7bc886,0007a76948d5,00078e971659,00076b457eaf
00073cb76089,00070ad0a0dc,0006d3aa6c8d,00069355ebc6
00064e275b91,00060c6dff82,0005c97adc4b,00058479041c
00053cf2a7fd,0004eeae3553,00049d31116a,0004490f8286
0003f386f431,0003a1ae3302,000350dce952,0002fe37fa4b
0002ab49873c,00025a3473e2,000208c51192,0001b86e74d9
0001672b301e,00010d6ae0f7,0000b02d096b,00005479686f
fffff8a1ae67,ffff9aa07d3c,ffff3e281933,fffee07a2fde
fffe86454451,fffe3cd0ae49,fffdfb83a120,fffdbf6c0125
fffd87a170e6,fffd4dc44bc9,fffd1593adbd,fffcdff51afd
fffcad0b7282,fffc80b3a985,fffc58659b54,fffc2fd7bfc3
fffc09219c9b,fffbe84653a0,fffbc8595642,fffbac606541
fffb8f2482e1,fffb612f8382,fffb2ce74cfc,fffaf5753785
fffabc844e2a,fffa8ae8780a,fffa5b705293,fffa2d3de4b7
fff9fff9592d,fff9cd406d80,fff999528ebd,fff96bc69a5f
fff940f14ec1,fff9113d09cb,fff8e5adcea3,fff8ba152757
fff896cb8c3b,fff8961b1b8c,fff8a73d29b1,fff8c0cef6cc
fff8e3b00058,fff90a402c69,fff93561450f,fff9686724bf
fff99f6f2e4a,fff9d23569fe,fffa057b95dc,fffa3af55513
fffa72990d39,fffaaf4e3595,fffaef0880af,fffb309b4afa
fffb741545af,fffbb85767b3,fffbfd78a9eb,fffc455986cb
fffc8e3c6632,fffcd44314e0,fffd1a93176b,fffd60134d3d
fffda6ac2aaf,fffdf699261d,fffe4a6d6baf,fffe9bf94c05
fffeed91f5c8,ffff42b63bd6,ffff961a6ef3,ffffeb27a561
00003bd27cd3,0000765f9c76,0000a6430623,0000d030360f
0000f4d12b61,00011b360b8e,00013fc153a3,000160eaf618
00017f6d2383,00019983d864,0001b07d45bb,0001c8031201
0001de1e29c8,0001ee54af5f,0001fdc69e4c,000209f5128f
000217b4eac7,000235c530e7,00025a731a65,00028206f2ca
0002aba2bb33,0002d09e2828,0002f47c0806,00031886bc95
00033c31ef7e,000361f2f395,00038822b34a,0003a9f738cd
0003ca17e3e2,0003eec4b6a5,00041137f753,000433d6d49e
000451307cd0,00045710bcf8,000450d37e7f,000446bdd21d
000436b915bf,000420de8e35,000407f2a8a4,0003e8cde15a
0003c8331d05,0003b41c284a,0003a41430c6,0003915a141d
00037e34138b,00036b905892,0003566bbdb0,0003434032fa
00032c630ade,0003026d988b,0002d04fe375,000297c4ddd8
00025c10c27c,000229ebc1b2,0001f91dc798,0001c98d5f07
00019956a9e5,00015ac848ad,000116db51fa,0000db5e1fc7
0000a2004821,00005e7d3c27,00001fee5379,ffffdf14fab1
ffffaa3b93a2,ffffae5b8566,ffffceec375b,fffffb2dcc49
0000354615a4,000075380e04,0000bb24a57e,00010d1bb3ea
000163a825f9,0001ad43c60a,0001f43b2060,00023de3573f
0002893649bf,0002d9d031de,00032e34e86a,000382e754aa
0003da6c0a18,000439e2e77c,00049cc497f3,000504af4d80
00056e11e9e5,0005ceaa10ef,00062de687a3,00068a806ae0
0006e79b8444,00075544eaeb,0007c8f8e846,000834e98016
00089ee0a3d6,000911002b58,00097dcc48f8,0009ec8f8ec5
000a4f8b2ca1,000a7c9e825c,000a8ea50ca8,000a93da4c5f
000a8b5c1f06,000a7f95609f,000a6db28bbc,000a50ae1039
000a2dcf5ded,000a0ee76487,0009ee639b64,0009cb8c1f30
0009a5991916,000977073112,0009447e1371,00090e4ce59a
